order;qid;NoC;AggDepth;IterDistance;CpQ;IsRelax;FilterDepth;NoAgg;IterCommonMeasures;NoQ;IterCommonFilters;NoF;NoM;IVA;QF;IterRecall;ElapsedTime;ExecTime;RNI;CD;IterPrecision;IterCommonAgg;RQP;ConsTime;IterIdentity;IsRefine;salimLabel;iandryLabel
441;dibstudent05--2016-09-26--08-16.log-9;2;0.113924050632911;1;2;1;0.0759493670886076;5;1;10;3;3;1;0;0.121326830215234;1;82.422;0.188;0.133237954916454;8;1;4;0.555555555555556;20.062;0;1;1;1
442;dibstudent06--2016-09-25--21-45.log-0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0.5;0;0.0121951219512195;19;0;0;0;NA
443;dibstudent06--2016-09-25--21-45.log-1;1;0;2;1;2;0;0;0;2;0;0;1;2.76243093922652e-05;0.105091692501708;0;19.031;0.031;0;1;0;0;0.024390243902439;15.75;0;0;0;NA
444;dibstudent06--2016-09-25--21-45.log-10;6;0.0428571428571429;2;0;2;0;2;1;11;0;0;1;0.000165034657278028;0.0214183629361071;0;513.578;0.141;0.465734495051133;0;0;1;0.134146341463415;37.078;0;0;0;NA
445;dibstudent06--2016-09-25--21-45.log-11;1;0.0428571428571429;8;0;8;0;1;0;12;0;0;1;2.75050196660891e-05;0.0217884702678166;0;550.75;0.094;0;0;0;0;0.146341463414634;10.656;0;0;0;NA
446;dibstudent06--2016-09-25--21-45.log-12;1;0.0428571428571429;2;0;2;0;1;0;13;0;0;1;2.75042631607899e-05;0.0231529304485969;0;561.484;0.078;0;0;0;1;0.158536585365854;3.282;0;0;0;NA
447;dibstudent06--2016-09-25--21-45.log-13;1;0.0428571428571429;2;0;2;0;1;0;14;0;0;1;0;0.0247883692971258;0;564.781;0.015;0;0;0;1;0.170731707317073;6.656;0;0;0;NA
448;dibstudent06--2016-09-25--21-45.log-14;1;0.0428571428571429;2;0;2;0;1;0;15;0;0;1;2.75035066971039e-05;0.026246719160105;0;571.5;0.063;0;0;0;1;0.182926829268293;7.156;0;0;0;NA
449;dibstudent06--2016-09-25--21-45.log-15;2;0.0571428571428571;3;0;3;0;2;0;16;0;0;1;0;0.0276472692273798;0;578.719;0.063;0.001532428523631;0;0;1;0.195121951219512;16.406;0;0;0;NA
450;dibstudent06--2016-09-25--21-45.log-16;2;0.0142857142857143;5;0;5;0;1;0;17;0;0;1;0;0.0285646594672523;0;595.141;0.016;0.0204576896585111;0;0;1;0.207317073170732;17.109;0;0;0;NA
451;dibstudent06--2016-09-25--21-45.log-17;10;0.0285714285714286;3;1;3;0;2;0;18;0;0;1;0;0.0293997550020417;0;612.25;0;0.136443050337852;0;0;1;0.219512195121951;83.078;0;0;1;NA
452;dibstudent06--2016-09-25--21-45.log-18;12;0.0285714285714286;2;3;2;0;2;1;19;0;0;1;0;0.0273246047999264;0;695.344;0.016;0.14056325858881;2;0;1;0.231707317073171;71.468;0;0;1;NA
453;dibstudent06--2016-09-25--21-45.log-19;12;0.0285714285714286;0;3;0;0;2;1;20;0;0;1;0;0.0260814680736749;1;766.828;0.016;0.14056325858881;1;1;2;0.24390243902439;6.938;1;0;1;NA
454;dibstudent06--2016-09-25--21-45.log-2;2;0.0142857142857143;1;0;1;0;1;1;3;0;0;1;5.52455665432849e-05;0.0860980369647572;0;34.844;0.063;0;0;0;0;0.0365853658536585;34.468;0;1;0;NA
455;dibstudent06--2016-09-25--21-45.log-20;2;0.0285714285714286;1;0;1;0.0142857142857143;2;1;21;0;1;1;0;0.0271399880584053;0.166666666666667;773.766;0;0.25017508335156;0;1;2;0.25609756097561;29.031;0;1;1;NA
456;dibstudent06--2016-09-25--21-45.log-21;546;0.0714285714285714;3;0;3;0.0142857142857143;3;1;22;1;1;1;0.0147947432597209;0.027394599279273;0;803.078;0.281;0.143412569978685;1;0;2;0.268292682926829;8.094;0;1;1;NA
457;dibstudent06--2016-09-25--21-45.log-22;546;0.0714285714285714;0;0;0;0.0142857142857143;3;1;23;1;1;1;0;0.0283535115824095;1;811.187;0.015;0.143412569978685;0;1;3;0.280487804878049;6.047;1;0;1;NA
458;dibstudent06--2016-09-25--21-45.log-23;2624;0.0714285714285714;9;0;9;0;2;1;24;0;0;1;0.0663816438564092;0.0290633957429391;0;825.781;8.547;0.268209221620171;0;0;1;0.292682926829268;-8.125;0;0;0;NA
459;dibstudent06--2016-09-25--21-45.log-24;546;0.0714285714285714;9;0;9;0.0142857142857143;3;1;25;0;1;1;0;0.0305746069328533;0;817.672;0.016;0.143412569978685;0;0;1;0.304878048780488;24.078;0;0;1;NA
460;dibstudent06--2016-09-25--21-45.log-25;134;0.0428571428571429;7;0;7;0;2;1;26;0;0;1;0.00337846355545471;0.0308845819415474;0;841.844;0.094;0.336496637399377;0;0;1;0.317073170731707;11.953;0;0;0;NA
461;dibstudent06--2016-09-25--21-45.log-26;255;0.0428571428571429;4;0;4;0;2;1;27;0;0;1;0.00638809559597174;0.031615925058548;0;854;0.203;0.589668610722772;0;0;1;0.329268292682927;43.125;0;0;1;NA
462;dibstudent06--2016-09-25--21-45.log-27;2;0.0285714285714286;4;0;4;0.0142857142857143;2;1;28;0;1;1;0;0.0312102556900197;0;897.141;0.016;0.25017508335156;0;0;1;0.341463414634146;157.562;0;0;1;NA
463;dibstudent06--2016-09-25--21-45.log-28;34;0.0714285714285714;3;13;3;0.0142857142857143;3;1;29;1;1;1;0.000851021225470565;0.0274901841083985;0;1054.922;0.219;0.14337686228142;3;0;2;0.353658536585366;62.359;0;1;1;NA
464;dibstudent06--2016-09-25--21-45.log-29;2;0.0714285714285714;1;2;1;0.0571428571428571;3;1;30;1;2;1;0;0.0268508996393924;0.0588235294117647;1117.281;0;0.286224297089483;2;1;3;0.365853658536585;9.672;0;1;1;NA
465;dibstudent06--2016-09-25--21-45.log-3;11;0.0428571428571429;4;2;4;0;1;0;4;0;0;1;0.000303758318835777;0.057696745903531;0;69.328;0.016;0.0804307565505225;0;0;0;0.0487804878048781;18.25;0;0;0;NA
466;dibstudent06--2016-09-25--21-45.log-30;2;0.0714285714285714;0;2;0;0.0571428571428571;3;1;31;2;2;1;0;0.0275074114727202;1;1126.969;0.016;0.286224297089483;1;1;3;0.378048780487805;5.718;1;0;1;NA
467;dibstudent06--2016-09-25--21-45.log-31;4;0.0714285714285714;1;0;1;0.1;3;1;32;2;3;1;0;0.0282490613807965;1;1132.781;0.094;0.444528224144197;0;0.5;3;0.390243902439024;15.313;0;1;1;NA
468;dibstudent06--2016-09-25--21-45.log-32;2;0.0714285714285714;3;1;3;0.0571428571428571;3;1;33;1;2;1;0;0.0287417389274628;0;1148.156;0.062;0.294293370990679;1;0;3;0.402439024390244;7.25;0;0;1;NA
469;dibstudent06--2016-09-25--21-45.log-33;2;0.0714285714285714;0;1;0;0.0571428571428571;3;1;34;2;2;1;0;0.0294264779448548;1;1155.422;0.016;0.294293370990679;0;1;3;0.414634146341463;13.547;1;0;1;NA
470;dibstudent06--2016-09-25--21-45.log-34;2;0.0714285714285714;2;1;2;0.0571428571428571;3;1;35;1;2;1;0;0.0299389160572672;0;1169.047;0.078;0.226827427936334;0;0;3;0.426829268292683;8.719;0;0;1;NA
471;dibstudent06--2016-09-25--21-45.log-35;2;0.0714285714285714;2;1;2;0.0571428571428571;3;1;36;1;2;1;0;0.0305639299780364;0;1177.859;0.093;0.226149617877579;0;0;3;0.439024390243902;12.625;0;0;1;NA
472;dibstudent06--2016-09-25--21-45.log-36;2;0.0714285714285714;2;1;2;0.0571428571428571;3;1;37;1;2;1;0;0.0310773422656894;0;1190.578;0.094;0.193742332910817;0;0;3;0.451219512195122;11.5;0;0;1;NA
473;dibstudent06--2016-09-25--21-45.log-37;2;0.0714285714285714;2;1;2;0.0571428571428571;3;1;38;1;2;1;0;0.0314972899897468;0;1206.453;4.375;0.229144542642672;6;0;3;0.463414634146341;6.484;0;0;1;NA
474;dibstudent06--2016-09-25--21-45.log-38;2;0.0714285714285714;0;1;0;0.0571428571428571;3;1;39;2;2;1;0;0.0321529358515952;1;1212.953;0.016;0.229144542642672;5;1;3;0.475609756097561;1.813;1;0;1;NA
475;dibstudent06--2016-09-25--21-45.log-39;2;0.0714285714285714;0;1;0;0.0571428571428571;3;1;40;2;2;1;0;0.0329277458241444;1;1214.781;0.015;0.229144542642672;4;1;3;0.48780487804878;2.844;1;0;1;NA
476;dibstudent06--2016-09-25--21-45.log-4;11;0.0428571428571429;2;0;2;0;1;0;5;0;0;1;0.000303666077738516;0.057050923654454;0;87.641;0.063;2.22044604925031e-16;0;0;1;0.0609756097560976;10.203;0;0;0;NA
477;dibstudent06--2016-09-25--21-45.log-40;2;0.0714285714285714;0;1;0;0.0571428571428571;3;1;41;2;2;1;0;0.0336721075864901;1;1217.625;0;0.229144542642672;3;1;3;0.5;2;1;0;1;NA
478;dibstudent06--2016-09-25--21-45.log-41;2;0.0714285714285714;0;1;0;0.0571428571428571;3;1;42;2;2;1;0;0.0344363628313578;1;1219.641;0.016;0.229144542642672;2;1;3;0.51219512195122;3.609;1;0;1;NA
479;dibstudent06--2016-09-25--21-45.log-42;2;0.0714285714285714;0;1;0;0.0571428571428571;3;1;43;2;2;1;0;0.035152258328224;1;1223.25;0;0.229144542642672;1;1;3;0.524390243902439;4.406;1;0;1;NA
480;dibstudent06--2016-09-25--21-45.log-43;34;0.0714285714285714;1;0;1;0.0142857142857143;3;1;44;1;1;1;0;0.0358392868633538;1;1227.703;0.047;0.14337686228142;0;0.0588235294117647;3;0.536585365853659;56.406;0;0;1;NA
481;dibstudent06--2016-09-25--21-45.log-44;34;0.0714285714285714;2;1;2;0.0142857142857143;3;0;45;1;1;1;0.000850297604161457;0.0350356507210337;0;1284.406;0.297;0.00914520912723216;1;0;3;0.548780487804878;57.766;0;0;0;NA
482;dibstudent06--2016-09-25--21-45.log-45;17;0.0571428571428571;1;1;1;0.0142857142857143;2;1;46;1;1;1;0;0.0342724225461877;0;1342.187;0.015;0.0060286341731749;0;0;2;0.560975609756098;19.235;0;0;1;NA
483;dibstudent06--2016-09-25--21-45.log-46;102;0.0571428571428571;9;0;9;0.142857142857143;2;1;47;1;10;1;0;0.0345223466087671;1;1361.437;0.015;0.0395816611392981;2;0.166666666666667;2;0.573170731707317;40.313;0;1;1;NA
484;dibstudent06--2016-09-25--21-45.log-47;102;0.0571428571428571;0;0;0;0.142857142857143;2;1;48;10;10;1;0;0.0342425197928898;1;1401.766;0.016;0.0395816611392981;1;1;2;0.585365853658537;15.625;1;0;1;NA
485;dibstudent06--2016-09-25--21-45.log-48;102;0.0571428571428571;0;0;0;0.142857142857143;2;1;49;10;10;1;0;0.0345698034883048;1;1417.422;0.031;0.0395816611392981;0;1;2;0.597560975609756;17.797;1;0;1;NA
486;dibstudent06--2016-09-25--21-45.log-49;34;0.0571428571428571;8;1;8;0.0285714285714286;2;1;50;2;2;1;0;0.034837136387389;0.333333333333333;1435.25;0.031;0.0317607775986311;1;1;2;0.609756097560976;14.594;0;0;1;NA
487;dibstudent06--2016-09-25--21-45.log-5;11;0.0428571428571429;2;0;2;0;1;0;6;0;0;1;0.000303573892645232;0.061283271709599;0;97.906;0.062;0.00714106129956527;0;0;1;0.0731707317073171;22.969;0;0;0;NA
488;dibstudent06--2016-09-25--21-45.log-50;68;0.0571428571428571;1;0;1;0.0285714285714286;2;1;51;2;2;2;0;0.0351701337982227;1;1450.094;0.25;0.139513015137639;0;0.5;2;0.621951219512195;107.578;0;0;1;NA
489;dibstudent06--2016-09-25--21-45.log-51;5;0.0714285714285714;9;0;9;0.0428571428571429;2;0;52;0;1;1;0.000125028131329549;0.0333811368331315;0;1557.766;0.094;0.528612151792528;0;0;1;0.634146341463415;29.39;0;0;0;NA
490;dibstudent06--2016-09-25--21-45.log-52;3;0.0285714285714286;6;1;6;0;1;0;53;0;0;1;7.50112516877532e-05;0.0333910852102693;0;1587.25;0.094;0.610104192053308;1;0;1;0.646341463414634;12.812;0;0;0;NA
491;dibstudent06--2016-09-25--21-45.log-53;5;0.0285714285714286;1;0;1;0;1;1;54;0;0;2;5.000500050005e-05;0.0337473634872276;1;1600.125;0.063;0.707295859593436;0;0.6;1;0.658536585365854;26.531;0;0;0;NA
492;dibstudent06--2016-09-25--21-45.log-54;5;0.0285714285714286;3;0;3;0;1;0;55;0;0;1;0.000124996875078123;0.0338107202113723;0;1626.703;0.047;0.00632021206327582;0;0;1;0.670731707317073;11.234;0;0;1;NA
493;dibstudent06--2016-09-25--21-45.log-55;2;0.0142857142857143;3;0;3;0;1;1;56;0;0;1;4.99962502812289e-05;0.0341880341880342;0;1638;0.063;0.0003827891309649;0;0;0;0.682926829268293;3.906;0;0;1;NA
494;dibstudent06--2016-09-25--21-45.log-56;9;0.0428571428571429;2;0;2;0;1;1;57;0;0;1;0.000224932520243927;0.0347147573651621;0;1641.953;0.047;0.00242136861293285;0;0;0;0.695121951219512;7.016;0;1;1;NA
495;dibstudent06--2016-09-25--21-45.log-57;5;0.0142857142857143;4;0;4;0;1;1;58;0;0;1;0.000124946897568533;0.0351718295476114;0;1649.047;0.078;0.000358212688281401;0;0;0;0.707317073170732;31.297;0;0;1;NA
496;dibstudent06--2016-09-25--21-45.log-58;11;0.0428571428571429;4;1;4;0;1;1;59;0;0;1;0.000274807634655741;0.0351099148614319;0;1680.437;0.093;0.00365575052828437;1;0;0;0.719512195121951;20.688;0;0;1;NA
497;dibstudent06--2016-09-25--21-45.log-59;22;0.0571428571428571;1;0;1;0;2;1;60;0;0;1;0.000549313358302122;0.0352639773182098;0;1701.453;0.328;0.00280330293303255;0;0;1;0.731707317073171;1.484;0;1;1;NA
498;dibstudent06--2016-09-25--21-45.log-6;11;0.0428571428571429;2;0;2;0;1;0;7;0;0;1;0.000303481763504939;0.0578737195439551;0;120.953;0.078;0.0106206440808543;0;0;1;0.0853658536585366;166.406;0;0;0;NA
499;dibstudent06--2016-09-25--21-45.log-60;2;0.0142857142857143;3;0;3;0;1;1;61;0;0;1;4.99350843902926e-05;0.0358204678153097;0;1702.937;0;9.56719740319301e-07;0;0;1;0.74390243902439;10.266;0;0;1;NA
500;dibstudent06--2016-09-25--21-45.log-61;1;0.0428571428571429;4;0;4;0;1;1;62;0;0;1;2.49669188325469e-05;0.0361878757775286;0;1713.281;0.078;0;0;0;0;0.75609756097561;4.531;0;0;1;NA
501;dibstudent06--2016-09-25--21-45.log-62;2;0.0571428571428571;3;0;3;0;2;0;63;0;0;1;0;0.0366742188391387;0;1717.828;0.016;0.001532428523631;0;0;1;0.768292682926829;29.844;0;0;0;NA
502;dibstudent06--2016-09-25--21-45.log-63;14;0.0428571428571429;5;1;5;0;2;1;64;0;0;1;0;0.0366194942733405;0;1747.703;0.031;0.550868442552952;0;0;1;0.780487804878049;24.344;0;0;0;NA
503;dibstudent06--2016-09-25--21-45.log-64;16;0.0428571428571429;2;1;2;0;2;1;65;0;0;1;0.000399311188200354;0.036678797003173;0;1772.141;0.094;0.619671018488762;0;0;1;0.792682926829268;19.765;0;0;1;NA
504;dibstudent06--2016-09-25--21-45.log-65;14;0.0428571428571429;2;1;2;0;2;1;66;0;0;1;0;0.0368319603197014;0;1791.922;0.016;0.550868442552952;2;0;1;0.804878048780488;3.937;0;0;1;NA
505;dibstudent06--2016-09-25--21-45.log-66;31;0.0571428571428571;1;1;1;0;3;1;67;0;0;1;0.000773067331670823;0.037301550185617;0;1796.172;0.313;0.491608610237851;1;0;2;0.817073170731707;29;0;1;1;NA
506;dibstudent06--2016-09-25--21-45.log-67;16;0.0428571428571429;1;0;1;0;2;1;68;0;0;1;0;0.0372564564617215;0;1825.187;0.015;0.619671018488762;0;0;2;0.829268292682927;7.219;0;0;1;NA
507;dibstudent06--2016-09-25--21-45.log-68;74;0.0428571428571429;2;0;2;0;2;1;69;0;0;1;0.00184198735500573;0.0376522049458627;0;1832.562;0.156;0.374712038039264;0;0;1;0.841463414634146;14.579;0;0;1;NA
508;dibstudent06--2016-09-25--21-45.log-69;6;0.0285714285714286;3;0;3;0;1;0;70;0;0;1;0.000149328023892484;0.0378951311794102;0;1847.203;0.062;0;0;0;1;0.853658536585366;12.375;0;0;0;NA
509;dibstudent06--2016-09-25--21-45.log-7;4;0.0285714285714286;7;1;7;0;2;0;8;0;0;1;0;0.0278381905176164;0;287.375;0.016;0.219110435981261;0;0;0;0.0975609756097561;166.281;0;0;0;NA
510;dibstudent06--2016-09-25--21-45.log-70;6;0.0285714285714286;2;0;2;0;1;0;71;0;0;1;0.000149305728363112;0.0381791040923698;0;1859.656;0.078;0.0286702657826023;0;0;1;0.865853658536585;11.703;0;0;0;NA
511;dibstudent06--2016-09-25--21-45.log-71;11;0.0428571428571429;5;0;5;0;1;1;72;0;0;1;0.000273652262606662;0.0384731091669129;0;1871.437;0.078;0.000988592911998709;0;0;0;0.878048780487805;23.954;0;0;0;NA
512;dibstudent06--2016-09-25--21-45.log-72;11;0.0428571428571429;2;0;2;0;1;0;73;0;0;1;0.000273577397532829;0.0385132208501081;0;1895.453;0.062;0.00357190048214451;0;0;1;0.890243902439024;57.094;0;0;0;NA
513;dibstudent06--2016-09-25--21-45.log-73;2;0.0571428571428571;9;0;9;0;2;0;74;0;0;1;0;0.0378989245924073;0;1952.562;0.015;0.001532428523631;0;0;0;0.902439024390244;13.032;0;0;0;NA
514;dibstudent06--2016-09-25--21-45.log-74;16;0.0285714285714286;4;1;4;0;2;1;75;0;0;1;0.000397772474144789;0.0381539782644417;0;1965.719;0.125;0.220184805571429;0;0;1;0.914634146341463;43.062;0;0;0;NA
515;dibstudent06--2016-09-25--21-45.log-75;88;0.0571428571428571;4;0;4;0;2;1;76;0;0;1;0.00218297281206589;0.0378312348612838;0;2008.922;0.141;0.180808777512965;0;0;1;0.926829268292683;253.818;0;0;0;NA
516;dibstudent06--2016-09-25--21-45.log-76;77;0.0571428571428571;2;1;2;0;2;0;77;0;0;1;0.00190645967961574;0.0340264867475672;0;2262.943;0.203;0;1;0;2;0.939024390243902;3.297;0;0;0;NA
517;dibstudent06--2016-09-25--21-45.log-77;11;0.0428571428571429;1;0;1;0;1;1;78;0;0;1;0.000272277227722772;0.0344182434340582;0;2266.24;0;0;0;0;1;0.951219512195122;33.203;0;0;0;NA
518;dibstudent06--2016-09-25--21-45.log-78;2;0.0142857142857143;6;0;6;0;1;0;79;0;0;1;4.95024998762438e-05;0.034355204987506;0;2299.506;0.063;0.0204576896585137;0;0;0;0.963414634146341;47.453;0;0;0;NA
519;dibstudent06--2016-09-25--21-45.log-79;2;0.0142857142857143;2;0;2;0;1;0;80;0;0;1;0;0.0340864449286613;0;2346.974;0.015;0.0204576896585111;0;0;1;0.975609756097561;48.766;0;0;0;NA
520;dibstudent06--2016-09-25--21-45.log-8;22;0.0571428571428571;4;0;4;0;2;1;9;0;0;1;0.000606595345759347;0.0198340113626847;0;453.766;0.11;0.0686994225424719;0;0;1;0.109756097560976;52.5;0;0;0;NA
521;dibstudent06--2016-09-25--21-45.log-80;2;0.0142857142857143;2;1;2;0;1;0;81;0;0;1;0;0.0338097869732978;0;2395.756;0.016;0.001532428523631;1;0;1;0.98780487804878;13.312;0;0;0;NA
522;dibstudent06--2016-09-25--21-45.log-81;10;0.0285714285714286;1;0;1;0;2;1;82;0;0;1;0.000247451252103336;0.0340365053972766;0;2409.178;0.11;0.221606698971936;0;0;1;1;0;0;1;0;NA
523;dibstudent06--2016-09-25--21-45.log-9;82;0.0428571428571429;7;0;7;0;2;1;10;0;0;1;0.00225584594222834;0.0197470014178347;0;506.406;0.14;0.289090167085814;0;0;0;0.121951219512195;7.031;0;0;0;NA
524;dibstudent06--2016-09-25--22-29.log-0;6;0.0253164556962025;0;0;0;0;2;0;1;0;0;1;0.00014844871097036;1;1;0.25;0.25;0.121167932599669;0;0.5;0;0.0833333333333333;13.344;0;0;0;1
525;dibstudent06--2016-09-25--22-29.log-1;29;0.0253164556962025;2;0;2;0;2;1;2;0;0;1;0.000716987662867456;0.14397811532647;0;13.891;0.297;0.274858704861656;0;0;1;0.166666666666667;14.094;0;0;0;1
526;dibstudent06--2016-09-25--22-29.log-10;68;0.0632911392405063;2;0;2;0;2;1;11;0;0;1;0.00166826132823042;0.0275354518943139;0;399.485;0.25;0.284317364712742;0;0;1;0.916666666666667;64.14;0;1;0;0
527;dibstudent06--2016-09-25--22-29.log-11;18;0.0379746835443038;8;0;8;0;2;1;12;0;0;1;0.000441403663650408;0.0258716593219901;0;463.828;0.203;0.492105472843708;0;0;0;1;0;0;0;0;1
528;dibstudent06--2016-09-25--22-29.log-2;115;0.0506329113924051;2;1;2;0;3;1;3;0;0;1;0.00283516591884029;0.10417751849151;0;28.797;0.812;0.451258150006337;1;0;2;0.25;1.438;0;1;0;1
529;dibstudent06--2016-09-25--22-29.log-3;34;0.0379746835443038;1;0;1;0;2;1;4;0;0;1;0.000837520938023451;0.131956586283113;0;30.313;0.078;0.42266249468705;0;0;2;0.333333333333333;30.156;0;0;0;1
530;dibstudent06--2016-09-25--22-29.log-4;12;0.0253164556962025;3;0;3;0;2;1;5;0;0;1;0.000295508274231678;0.0823682519809565;0;60.703;0.234;0.248630201522028;0;0;1;0.416666666666667;12.907;0;0;0;1
531;dibstudent06--2016-09-25--22-29.log-5;24;0.0506329113924051;4;1;4;0;2;1;6;0;0;1;0.000590667454223272;0.0812864942489805;0;73.813;0.203;0.17223796310785;1;0;1;0.5;126.781;0;0;0;1
532;dibstudent06--2016-09-25--22-29.log-6;46;0.0632911392405063;1;0;1;0;3;1;7;0;0;1;0.00113083239097301;0.034744799448054;0;201.469;0.875;0.198577927319315;0;0;2;0.583333333333333;1.25;0;1;0;1
533;dibstudent06--2016-09-25--22-29.log-7;6;0.0253164556962025;3;0;3;0;2;1;8;0;0;1;0.000147478124078262;0.03942712388988;0;202.906;0.187;0.280212418024679;0;0;2;0.666666666666667;173.079;0;0;0;1
534;dibstudent06--2016-09-25--22-29.log-8;5;0.0379746835443038;3;0;3;0;2;1;9;0;0;1;0.000122883334562167;0.0239262433671136;0;376.156;0.171;0.332243924874596;0;0;1;0.75;12.891;0;0;0;1
535;dibstudent06--2016-09-25--22-29.log-9;4;0.0379746835443038;2;0;2;0;2;1;10;0;0;1;9.8297004398791e-05;0.0256914203501741;0;389.235;0.188;0.563524608896845;0;0;1;0.833333333333333;10;0;0;0;0
536;dibstudent06_08--2016-09-22--10-45.log-0;3;0.0142857142857143;0;1;0;0;1;0;1;0;0;1;8.56995943552534e-05;1;1;0.031;0.031;0.669899780027012;5;0.5;0;0.0714285714285714;4.032;0;0;0;1
537;dibstudent06_08--2016-09-22--10-45.log-1;9;0.0142857142857143;0;1;0;0;1;1;2;0;0;1;0.000171369816063064;0.486736432221952;1;4.109;0.046;0.36208899885872;4;0.333333333333333;1;0.142857142857143;4.188;1;0;0;1
538;dibstudent06_08--2016-09-22--10-45.log-10;68;0.0714285714285714;0;1;0;0;3;1;11;0;0;1;0;0.10991426687184;1;100.078;0.156;0.185962311044532;3;1;3;0.785714285714286;5.969;1;0;1;1
539;dibstudent06_08--2016-09-22--10-45.log-11;68;0.0714285714285714;0;1;0;0;3;1;12;0;0;1;0;0.11314030340458;1;106.063;0.016;0.185962311044532;2;1;3;0.857142857142857;2.187;1;0;1;1
540;dibstudent06_08--2016-09-22--10-45.log-12;68;0.0714285714285714;0;1;0;0;3;1;13;0;0;1;0;0.120074631001422;1;108.266;0.016;0.185962311044532;1;1;3;0.928571428571429;28.531;1;0;1;1
541;dibstudent06_08--2016-09-22--10-45.log-13;4;0.0714285714285714;1;0;1;0.0428571428571429;3;1;14;0;1;1;0;0.102084715730526;0.0588235294117647;137.141;0.344;0.297018032441934;0;1;3;1;0;0;1;1;1
542;dibstudent06_08--2016-09-22--10-45.log-2;9;0.0142857142857143;0;1;0;0;1;1;3;0;0;1;0;0.360230547550432;1;8.328;0.031;0.36208899885872;3;1;1;0.214285714285714;2.328;1;0;0;1
543;dibstudent06_08--2016-09-22--10-45.log-3;6;0.0285714285714286;1;1;1;0;2;1;4;0;0;1;0;0.374251497005988;0.666666666666667;10.688;0.032;0.411572279340858;2;1;1;0.285714285714286;8.375;0;1;0;1
544;dibstudent06_08--2016-09-22--10-45.log-4;2;0.0142857142857143;1;2;1;0;1;1;5;0;0;1;5.71200091392015e-05;0.262288202276662;0;19.063;0;0.001532428523631;1;0;1;0.357142857142857;10.828;0;0;1;0
545;dibstudent06_08--2016-09-22--10-45.log-5;4;0.0285714285714286;1;0;1;0;2;1;6;0;0;1;0.000114226968987378;0.200206880443125;0;29.969;0.078;0.256519789019576;0;0;1;0.428571428571429;30.828;0;1;1;1
546;dibstudent06_08--2016-09-22--10-45.log-6;1113;0.0857142857142857;4;5;4;0;3;1;7;0;0;1;0.0308045722509756;0.114227900980728;0;61.281;0.484;0.168111808377284;0;0;2;0.5;4.188;0;1;1;1
547;dibstudent06_08--2016-09-22--10-45.log-7;4;0.0285714285714286;4;0;4;0;2;1;8;0;0;1;0;0.12216724696109;0;65.484;0.015;0.256519789019576;0;0;2;0.571428571428571;2.985;0;0;1;1
548;dibstudent06_08--2016-09-22--10-45.log-8;68;0.0714285714285714;3;1;3;0;3;1;9;0;0;1;0.00187850493107544;0.130730346871187;0;68.844;0.375;0.185962311044532;5;0;2;0.642857142857143;23.969;0;1;1;1
549;dibstudent06_08--2016-09-22--10-45.log-9;68;0.0714285714285714;0;1;0;0;3;1;10;0;0;1;0;0.107707552453578;1;92.844;0.031;0.185962311044532;4;1;3;0.714285714285714;7.078;1;0;1;1
550;dibstudent07--2016-09-19--21-11.log-0;10;0.0428571428571429;0;0;0;0;2;0;1;0;0;1;0;1;1;0.16;0.16;0.37357824159479;10;0.5;0;0.0188679245283019;23.592;0;0;1;1
551;dibstudent07--2016-09-19--21-11.log-1;10;0.0428571428571429;0;0;0;0;2;1;2;0;0;1;0;0.0837556011558273;1;23.879;0.127;0.37357824159479;9;1;2;0.0377358490566038;10.981;0;0;1;1
552;dibstudent07--2016-09-19--21-11.log-10;10;0.0428571428571429;0;0;0;0;2;1;11;0;0;1;0;0.126265524920223;1;87.118;0.015;0.37357824159479;0;1;2;0.207547169811321;5.134;0;0;1;1
553;dibstudent07--2016-09-19--21-11.log-11;10;0.0428571428571429;2;0;2;0;2;0;12;0;0;1;0.000245164137389983;0.129854670980727;0;92.411;0.159;0.111363400089687;0;0;2;0.226415094339623;5.256;0;0;0;1
554;dibstudent07--2016-09-19--21-11.log-12;10;0.0428571428571429;2;0;2;0;2;0;13;0;0;1;0;0.133080821006296;0;97.685;0.018;0.37357824159479;1;0;2;0.245283018867925;20.874;0;0;1;0
555;dibstudent07--2016-09-19--21-11.log-13;10;0.0428571428571429;0;0;0;0;2;1;14;0;0;1;0;0.11805877640511;1;118.585;0.026;0.37357824159479;0;1;2;0.264150943396226;74.795;1;0;1;1
556;dibstudent07--2016-09-19--21-11.log-14;10;0.0428571428571429;2;0;2;0;2;0;15;0;0;1;0.00024510404666781;0.0774721358551374;0;193.618;0.238;0;0;0;2;0.283018867924528;4.111;0;0;0;0
557;dibstudent07--2016-09-19--21-11.log-15;10;0.0428571428571429;2;0;2;0;2;0;16;0;0;1;0;0.0809110585189231;0;197.748;0.019;0.37357824159479;0;0;2;0.30188679245283;3.07;0;0;0;0
